0059171109	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     21.362	     89.550
0059171108	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     19.979	     83.752
0059171107	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     26.240	    109.998
0059171106	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     16.918	     70.920
0059171105	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     21.214	     88.929
0059171104	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     24.141	    101.199
0059171103	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     17.352	     72.740
0059171102	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     20.856	     87.428
0059171101	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     17.417	     73.012
0059171100	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     22.991	     96.378
0059171099	2065	0001030341	000001509367	000450	Omega Line Ltd	000000000003019553	54306D BLACK - 34207	20140123	20140128	     24.928	    104.498
0058703093	2070	0001027000	1487432B	000020	ALPHA APPARELS LTD	000000000003020649	51356 BLU ARDESIA B144 - 35312	20140208	20130917	     27.083	    109.199
0058703094	2070	0001027000	1487432B	000020	ALPHA APPARELS LTD	000000000003020649	51356 BLU ARDESIA B144 - 35312	20140208	20130917	     25.570	    103.098
0058703095	2070	0001027000	1487432B	000020	ALPHA APPARELS LTD	000000000003020649	51356 BLU ARDESIA B144 - 35312	20140208	20130917	     24.826	    100.098
0058704922	2070	0001027000	000001488009	000020	ALPHA APPARELS LTD	000000000003020649	51356 BLU ARDESIA B144 - 35312	20140208	20130917	     29.142	    117.501
0058704923	2070	0001027000	000001488009	000020	ALPHA APPARELS LTD	000000000003020649	51356 BLU ARDESIA B144 - 35312	20140208	20130917	     27.406	    110.501
0058704924	2070	0001027000	000001488009	000020	ALPHA APPARELS LTD	000000000003020649	51356 BLU ARDESIA B144 - 35312	20140208	20130917	     10.166	     40.989
0058704925	2070	0001027000	000001488009	000020	ALPHA APPARELS LTD	000000000003020649	51356 BLU ARDESIA B144 - 35312	20140208	20130917	     17.334	     69.891
0059170976	2065	0001030357	000001509356	000020	ALPHA APPARELS LTD	000000000003020689	53698 BIANCO 001 - 28823	20140313	20140128	     26.800	     90.530
0059170975	2065	0001030357	000001509356	000020	ALPHA APPARELS LTD	000000000003020689	53698 BIANCO 001 - 28823	20140313	20140128	     26.208	     88.531
0059170974	2065	0001030357	000001509356	000020	ALPHA APPARELS LTD	000000000003020689	53698 BIANCO 001 - 28823	20140313	20140128	     27.321	     92.290
0059170973	2065	0001030357	000001509356	000020	ALPHA APPARELS LTD	000000000003020689	53698 BIANCO 001 - 28823	20140313	20140128	     27.907	     94.270
0059193090	2065	0001030360	000001510252	000070	ALPHA APPARELS LTD	000000000003020689	53698 BIANCO 001 - 28823	20140213	20140202	     26.616	     89.909
0059193089	2065	0001030360	000001510252	000070	ALPHA APPARELS LTD	000000000003020689	53698 BIANCO 001 - 28823	20140213	20140202	     18.623	     62.908
0059193088	2065	0001030360	000001510252	000070	ALPHA APPARELS LTD	000000000003020689	53698 BIANCO 001 - 28823	20140213	20140202	     27.043	     91.351
